User_ID,Event_Type,Event_Date,Interaction_Duration,Language_Used,Location,Privacy_Consent,Event_Participation_Freq,Social_Interaction_Freq,Cultural_Engagement_Level,Preferred_Time_of_Activity,Seasonal_Activity_Pattern,Event_Recommendation_Score,Cultural_Content_Suggested,Anonymization_Flag,Data_Owner
U6178,Exhibition,2/5/2024,30 minutes,Regional Language,Zone C,Accepted,14,6,High,Afternoon,Yes,0.95,Traditional Music Playlist,TRUE,Platform
U6179,Festival,2/14/2024,2 hours,Regional Language,Zone B,Pending,15,8,Low,Afternoon,No,0.36,Traditional Music Playlist,TRUE,Platform
U6180,Language Class,1/20/2025,30 minutes,Regional Language,Zone C,Accepted,1,5,Low,Evening,No,0.45,Language Learning App,FALSE,User
U6181,Festival,1/28/2024,2 hours,Regional Language,Zone D,Accepted,12,4,Medium,Afternoon,Yes,0.12,Language Learning App,TRUE,Platform
U6182,Language Class,6/2/2024,30 minutes,Local Dialect,Zone A,Accepted,14,10,Low,Morning,No,0.55,Traditional Music Playlist,TRUE,Platform
U6183,Festival,1/23/2024,30 minutes,Local Dialect,Zone D,Pending,18,3,Low,Morning,Yes,0.18,Folklore Videos,FALSE,User
U6184,Exhibition,7/25/2024,2 hours,Local Dialect,Zone B,Accepted,3,2,Medium,Morning,No,0.18,Language Learning App,TRUE,User
U6185,Exhibition,2/23/2025,1 hour,English,Zone B,Pending,12,9,Low,Morning,Yes,0.79,Regional Cuisine Recipes,FALSE,Platform
U6186,Festival,3/31/2024,1 hour,Regional Language,Zone C,Accepted,5,1,High,Afternoon,No,0.41,Folklore Videos,FALSE,Platform
U6187,Workshop,1/24/2025,1 hour,English,Zone A,Accepted,3,10,High,Morning,Yes,0.94,Folklore Videos,FALSE,User
U6188,Exhibition,2/22/2025,1 hour,English,Zone A,Accepted,7,2,High,Afternoon,Yes,0.74,Folklore Videos,FALSE,Platform
U6189,Language Class,12/24/2024,1 hour,English,Zone B,Accepted,16,6,Medium,Morning,Yes,0.37,Traditional Music Playlist,FALSE,User
U6190,Language Class,2/7/2024,30 minutes,Regional Language,Zone C,Pending,20,6,Medium,Evening,No,0.71,Folklore Videos,FALSE,Platform
U6191,Art Fair,2/22/2025,1 hour,English,Zone D,Pending,17,1,High,Evening,Yes,0.88,Language Learning App,TRUE,User
U6192,Language Class,8/15/2024,30 minutes,Regional Language,Zone D,Pending,8,8,High,Morning,No,0.49,Folklore Videos,FALSE,User
U6193,Art Fair,7/20/2024,2 hours,Regional Language,Zone B,Pending,15,4,Medium,Evening,Yes,0.61,Folklore Videos,TRUE,Platform
U6194,Festival,12/15/2024,1 hour,Regional Language,Zone B,Pending,20,7,Low,Evening,No,0.3,Regional Cuisine Recipes,TRUE,User
U6195,Festival,11/4/2024,1 hour,English,Zone D,Pending,15,10,Low,Evening,Yes,0.46,Regional Cuisine Recipes,TRUE,Platform
U6196,Festival,9/10/2024,1 hour,Regional Language,Zone D,Accepted,8,9,Medium,Evening,Yes,0.62,Language Learning App,FALSE,User
U6197,Workshop,2/7/2024,1 hour,Regional Language,Zone D,Pending,11,2,High,Afternoon,Yes,0.65,Folklore Videos,FALSE,Platform
U6198,Workshop,8/8/2024,30 minutes,Local Dialect,Zone C,Pending,10,7,Medium,Morning,Yes,0.75,Traditional Music Playlist,FALSE,Platform
U6199,Art Fair,7/5/2024,30 minutes,English,Zone A,Pending,18,1,High,Evening,No,0.96,Regional Cuisine Recipes,TRUE,Platform
U6200,Language Class,2/12/2024,30 minutes,Local Dialect,Zone B,Pending,9,3,Medium,Afternoon,No,0.85,Traditional Music Playlist,TRUE,User
U6201,Language Class,12/24/2024,2 hours,Local Dialect,Zone B,Pending,16,4,Medium,Evening,Yes,0.87,Language Learning App,FALSE,User
U6202,Festival,4/23/2024,30 minutes,English,Zone C,Pending,1,3,Medium,Afternoon,Yes,0.6,Language Learning App,TRUE,Platform
U6203,Exhibition,9/16/2024,1 hour,Local Dialect,Zone D,Accepted,6,8,Medium,Morning,No,0.23,Folklore Videos,FALSE,Platform
U6204,Workshop,1/5/2024,2 hours,Regional Language,Zone C,Accepted,2,7,Medium,Afternoon,No,0.67,Language Learning App,FALSE,Platform
U6205,Workshop,3/8/2024,2 hours,Local Dialect,Zone D,Pending,13,3,Medium,Morning,No,0.47,Folklore Videos,FALSE,User
U6206,Festival,8/15/2024,1 hour,Local Dialect,Zone B,Accepted,6,7,High,Afternoon,Yes,0.13,Traditional Music Playlist,TRUE,Platform
U6207,Workshop,5/2/2024,1 hour,Regional Language,Zone A,Pending,9,2,High,Afternoon,No,0.28,Traditional Music Playlist,FALSE,User
U6208,Festival,6/21/2024,1 hour,Local Dialect,Zone C,Accepted,14,3,Low,Evening,Yes,0.78,Regional Cuisine Recipes,FALSE,Platform
U6209,Art Fair,12/1/2024,1 hour,Regional Language,Zone D,Pending,7,7,Medium,Evening,No,0.67,Regional Cuisine Recipes,FALSE,User
U6210,Language Class,6/1/2024,30 minutes,English,Zone B,Accepted,5,10,Low,Afternoon,Yes,0.98,Folklore Videos,TRUE,Platform
U6211,Exhibition,9/23/2024,2 hours,Local Dialect,Zone A,Accepted,7,5,Low,Afternoon,No,0.93,Traditional Music Playlist,TRUE,Platform
U6212,Language Class,6/5/2024,1 hour,English,Zone C,Pending,3,9,Medium,Afternoon,Yes,0.63,Language Learning App,TRUE,Platform
U6213,Language Class,6/10/2024,30 minutes,Local Dialect,Zone C,Pending,13,8,Medium,Morning,Yes,0.24,Traditional Music Playlist,TRUE,Platform
U6214,Art Fair,8/1/2024,1 hour,Regional Language,Zone B,Accepted,12,6,Low,Afternoon,No,0.4,Regional Cuisine Recipes,TRUE,Platform
U6215,Workshop,2/1/2025,30 minutes,Local Dialect,Zone C,Pending,6,4,Low,Morning,No,0.31,Language Learning App,TRUE,User
U6216,Exhibition,1/10/2025,1 hour,English,Zone B,Pending,2,3,Medium,Morning,Yes,0.52,Regional Cuisine Recipes,TRUE,User
U6217,Workshop,2/11/2025,1 hour,Regional Language,Zone C,Pending,15,6,Medium,Morning,No,0.82,Language Learning App,FALSE,Platform
U6218,Language Class,3/18/2025,1 hour,Regional Language,Zone A,Pending,15,9,Medium,Morning,Yes,0.84,Traditional Music Playlist,FALSE,User
U6219,Festival,2/26/2025,30 minutes,English,Zone A,Pending,18,5,High,Morning,Yes,0.26,Regional Cuisine Recipes,TRUE,Platform
U6220,Language Class,1/26/2024,1 hour,English,Zone C,Pending,17,7,Low,Morning,Yes,0.59,Language Learning App,TRUE,User
U6221,Workshop,3/2/2025,30 minutes,Local Dialect,Zone B,Accepted,3,7,Low,Morning,No,0.71,Regional Cuisine Recipes,TRUE,User
U6222,Language Class,10/18/2024,30 minutes,Local Dialect,Zone D,Pending,3,7,Low,Afternoon,No,0.46,Traditional Music Playlist,FALSE,User
U6223,Festival,2/26/2025,2 hours,Regional Language,Zone C,Pending,9,9,High,Morning,Yes,0.91,Regional Cuisine Recipes,FALSE,Platform
U6224,Art Fair,7/7/2024,30 minutes,English,Zone D,Accepted,10,2,Low,Afternoon,Yes,0.42,Regional Cuisine Recipes,TRUE,User
U6225,Workshop,2/3/2025,30 minutes,English,Zone B,Accepted,12,8,Medium,Afternoon,Yes,0.54,Folklore Videos,FALSE,Platform
U6226,Language Class,5/1/2024,30 minutes,Local Dialect,Zone D,Accepted,1,2,High,Morning,No,0.63,Language Learning App,FALSE,Platform
U6227,Workshop,8/17/2024,30 minutes,Local Dialect,Zone C,Pending,4,1,Low,Afternoon,Yes,0.48,Folklore Videos,TRUE,User
U6228,Art Fair,2/28/2024,30 minutes,Regional Language,Zone A,Accepted,5,10,High,Afternoon,Yes,0.97,Language Learning App,TRUE,User
U6229,Language Class,4/5/2024,2 hours,English,Zone B,Accepted,17,6,High,Morning,Yes,0.78,Folklore Videos,TRUE,Platform
U6230,Language Class,9/18/2024,1 hour,English,Zone A,Accepted,5,2,Medium,Afternoon,Yes,0.85,Traditional Music Playlist,FALSE,User
U6231,Workshop,12/19/2024,2 hours,English,Zone A,Accepted,4,5,High,Afternoon,No,0.78,Folklore Videos,FALSE,Platform
U6232,Workshop,11/7/2024,2 hours,English,Zone A,Accepted,15,1,Medium,Evening,Yes,0.63,Folklore Videos,FALSE,User
U6233,Festival,5/15/2024,1 hour,Local Dialect,Zone C,Accepted,10,7,Medium,Evening,Yes,0.13,Language Learning App,FALSE,User
U6234,Art Fair,12/15/2024,30 minutes,Local Dialect,Zone B,Accepted,5,1,Low,Morning,Yes,0.79,Folklore Videos,FALSE,Platform
U6235,Festival,10/9/2024,1 hour,Local Dialect,Zone D,Accepted,14,8,Medium,Morning,Yes,0.65,Language Learning App,FALSE,Platform
U6236,Language Class,3/30/2025,30 minutes,Regional Language,Zone A,Pending,13,5,Low,Morning,No,0.17,Regional Cuisine Recipes,FALSE,User
U6237,Workshop,2/14/2025,1 hour,English,Zone D,Pending,19,5,Low,Morning,Yes,0.21,Traditional Music Playlist,TRUE,Platform
U6238,Language Class,4/29/2024,2 hours,Local Dialect,Zone B,Accepted,8,3,Low,Morning,No,0.53,Traditional Music Playlist,FALSE,User
U6239,Language Class,3/5/2025,30 minutes,English,Zone B,Pending,12,2,Medium,Evening,Yes,0.87,Language Learning App,FALSE,Platform
U6240,Exhibition,2/28/2025,2 hours,Local Dialect,Zone D,Pending,20,6,Low,Evening,No,0.6,Regional Cuisine Recipes,FALSE,User
U6241,Exhibition,1/25/2024,30 minutes,Regional Language,Zone D,Pending,19,4,Medium,Afternoon,Yes,0.93,Traditional Music Playlist,FALSE,Platform
U6242,Language Class,12/7/2024,1 hour,Local Dialect,Zone A,Accepted,19,10,Medium,Evening,No,0.83,Traditional Music Playlist,FALSE,Platform
U6243,Workshop,5/25/2024,1 hour,Regional Language,Zone D,Accepted,6,4,Low,Morning,No,0.67,Regional Cuisine Recipes,TRUE,Platform
U6244,Language Class,1/12/2024,1 hour,English,Zone D,Pending,8,6,Medium,Evening,No,0.38,Folklore Videos,FALSE,User
U6245,Exhibition,3/27/2024,1 hour,Local Dialect,Zone C,Accepted,10,2,Low,Afternoon,No,0.87,Language Learning App,FALSE,Platform
U6246,Workshop,3/10/2025,1 hour,Local Dialect,Zone A,Pending,17,2,Low,Morning,Yes,0.69,Language Learning App,TRUE,Platform
U6247,Language Class,4/18/2024,2 hours,Local Dialect,Zone A,Accepted,1,10,Low,Morning,No,0.6,Folklore Videos,TRUE,User
U6248,Art Fair,2/26/2025,2 hours,English,Zone B,Pending,19,10,High,Afternoon,Yes,0.55,Language Learning App,TRUE,User
U6249,Art Fair,12/10/2024,30 minutes,Regional Language,Zone D,Accepted,12,4,Medium,Evening,Yes,0.29,Regional Cuisine Recipes,TRUE,Platform
U6250,Language Class,9/22/2024,2 hours,Regional Language,Zone C,Accepted,2,6,High,Afternoon,Yes,0.11,Regional Cuisine Recipes,FALSE,User
U6251,Workshop,8/9/2024,30 minutes,Local Dialect,Zone B,Pending,17,2,High,Morning,Yes,0.74,Traditional Music Playlist,TRUE,User
U6252,Language Class,3/14/2024,30 minutes,English,Zone C,Pending,7,7,Medium,Morning,Yes,0.93,Folklore Videos,FALSE,Platform
U6253,Language Class,11/28/2024,2 hours,Regional Language,Zone A,Pending,14,8,Medium,Evening,No,0.27,Regional Cuisine Recipes,FALSE,User
U6254,Exhibition,11/5/2024,2 hours,Regional Language,Zone D,Pending,14,9,Low,Afternoon,Yes,0.94,Language Learning App,FALSE,User
U6255,Art Fair,2/16/2025,30 minutes,Regional Language,Zone C,Accepted,12,6,High,Evening,No,0.16,Traditional Music Playlist,TRUE,User
U6256,Exhibition,4/11/2024,2 hours,Regional Language,Zone B,Accepted,16,2,Medium,Morning,Yes,0.6,Regional Cuisine Recipes,TRUE,Platform
U6257,Exhibition,2/28/2025,2 hours,Regional Language,Zone A,Pending,18,6,Low,Afternoon,Yes,0.2,Folklore Videos,TRUE,User
U6258,Language Class,5/16/2024,2 hours,Local Dialect,Zone C,Pending,8,8,Medium,Afternoon,No,0.9,Regional Cuisine Recipes,TRUE,User
U6259,Exhibition,7/9/2024,1 hour,Local Dialect,Zone C,Accepted,2,10,Medium,Evening,Yes,0.19,Traditional Music Playlist,TRUE,Platform
U6260,Art Fair,2/24/2025,1 hour,Local Dialect,Zone B,Accepted,11,1,Low,Morning,No,0.33,Language Learning App,TRUE,Platform
U6261,Exhibition,5/21/2024,30 minutes,Regional Language,Zone C,Accepted,1,6,Medium,Afternoon,Yes,0.83,Folklore Videos,TRUE,User
U6262,Art Fair,12/22/2024,2 hours,Regional Language,Zone A,Accepted,10,1,Low,Evening,No,0.72,Language Learning App,TRUE,Platform
U6263,Exhibition,3/13/2024,30 minutes,Regional Language,Zone C,Pending,18,6,High,Morning,Yes,0.45,Regional Cuisine Recipes,TRUE,User
U6264,Art Fair,11/23/2024,2 hours,Local Dialect,Zone D,Pending,16,10,Low,Morning,No,0.85,Folklore Videos,FALSE,Platform
U6265,Exhibition,6/15/2024,1 hour,Regional Language,Zone D,Accepted,2,4,Medium,Morning,No,0.67,Traditional Music Playlist,TRUE,User
U6266,Exhibition,6/16/2024,2 hours,Local Dialect,Zone B,Accepted,17,3,High,Evening,No,0.33,Regional Cuisine Recipes,TRUE,User
U6267,Workshop,2/23/2024,2 hours,Regional Language,Zone D,Pending,16,3,High,Morning,Yes,0.77,Traditional Music Playlist,FALSE,Platform
U6268,Art Fair,9/15/2024,2 hours,Local Dialect,Zone D,Pending,19,4,Low,Evening,No,0.4,Regional Cuisine Recipes,FALSE,Platform
U6269,Art Fair,3/14/2025,1 hour,English,Zone C,Accepted,5,3,Low,Morning,Yes,0.83,Language Learning App,FALSE,Platform
U6270,Art Fair,4/20/2024,1 hour,Regional Language,Zone A,Pending,6,9,Low,Evening,No,0.8,Traditional Music Playlist,TRUE,User
U6271,Festival,8/19/2024,1 hour,Regional Language,Zone A,Pending,17,4,High,Evening,Yes,0.38,Language Learning App,TRUE,User
U6272,Exhibition,6/9/2024,30 minutes,Local Dialect,Zone C,Accepted,16,1,Low,Afternoon,Yes,0.19,Language Learning App,TRUE,Platform
U6273,Art Fair,12/17/2024,2 hours,Regional Language,Zone D,Pending,16,4,Medium,Evening,Yes,0.84,Traditional Music Playlist,TRUE,Platform
U6274,Festival,11/22/2024,1 hour,Local Dialect,Zone C,Accepted,7,1,High,Afternoon,Yes,0.43,Folklore Videos,TRUE,Platform
U6275,Workshop,1/19/2024,30 minutes,Local Dialect,Zone D,Accepted,16,10,Low,Morning,No,0.39,Traditional Music Playlist,TRUE,User
U6276,Art Fair,10/16/2024,1 hour,English,Zone D,Accepted,9,10,High,Morning,No,0.12,Regional Cuisine Recipes,FALSE,User
U6277,Art Fair,2/19/2024,2 hours,English,Zone D,Pending,6,3,Medium,Evening,No,0.75,Traditional Music Playlist,FALSE,User
U6278,Festival,6/23/2024,30 minutes,Regional Language,Zone A,Pending,16,4,Medium,Morning,No,0.35,Regional Cuisine Recipes,TRUE,User
U6279,Exhibition,10/28/2024,1 hour,Regional Language,Zone B,Pending,9,4,Medium,Morning,Yes,0.49,Traditional Music Playlist,TRUE,User
U6280,Workshop,7/2/2024,1 hour,Local Dialect,Zone A,Accepted,4,9,Low,Evening,No,0.91,Language Learning App,FALSE,Platform
U6281,Art Fair,7/3/2024,30 minutes,Local Dialect,Zone D,Pending,6,6,Low,Morning,Yes,0.21,Traditional Music Playlist,FALSE,Platform
U6282,Exhibition,12/4/2024,30 minutes,Local Dialect,Zone C,Pending,14,3,High,Morning,No,0.13,Folklore Videos,FALSE,User
U6283,Workshop,11/2/2024,30 minutes,Local Dialect,Zone C,Accepted,3,7,Low,Morning,Yes,0.6,Traditional Music Playlist,FALSE,Platform
U6284,Language Class,11/5/2024,30 minutes,Regional Language,Zone D,Pending,17,4,High,Afternoon,Yes,0.73,Regional Cuisine Recipes,TRUE,Platform
U6285,Language Class,12/11/2024,30 minutes,English,Zone B,Pending,11,7,Low,Morning,Yes,0.58,Regional Cuisine Recipes,FALSE,Platform
U6286,Workshop,3/21/2024,1 hour,Regional Language,Zone A,Accepted,8,2,Medium,Evening,Yes,0.41,Folklore Videos,FALSE,Platform
U6287,Festival,1/8/2025,30 minutes,Regional Language,Zone A,Pending,8,7,Low,Evening,Yes,0.43,Folklore Videos,FALSE,User
U6288,Workshop,6/4/2024,30 minutes,Regional Language,Zone D,Pending,4,8,Low,Morning,Yes,0.23,Language Learning App,FALSE,Platform
U6289,Workshop,10/1/2024,2 hours,English,Zone D,Pending,15,7,Low,Evening,Yes,0.38,Folklore Videos,FALSE,User
U6290,Festival,10/9/2024,1 hour,Regional Language,Zone B,Pending,16,6,Medium,Evening,Yes,0.78,Traditional Music Playlist,FALSE,Platform
U6291,Festival,3/7/2025,2 hours,English,Zone A,Pending,11,4,High,Evening,No,0.55,Regional Cuisine Recipes,TRUE,Platform
U6292,Exhibition,9/5/2024,1 hour,Local Dialect,Zone B,Pending,7,9,Low,Evening,Yes,0.9,Folklore Videos,FALSE,Platform
U6293,Exhibition,5/26/2024,1 hour,Regional Language,Zone A,Accepted,18,1,Medium,Morning,No,0.25,Folklore Videos,TRUE,Platform
U6294,Festival,3/10/2025,1 hour,Local Dialect,Zone B,Accepted,6,5,Low,Evening,No,0.5,Traditional Music Playlist,FALSE,User
U6295,Language Class,1/7/2024,30 minutes,Local Dialect,Zone B,Accepted,4,1,Low,Afternoon,Yes,0.73,Language Learning App,TRUE,Platform
U6296,Language Class,6/5/2024,2 hours,Local Dialect,Zone B,Pending,5,10,Medium,Afternoon,No,0.35,Regional Cuisine Recipes,TRUE,Platform
U6297,Workshop,6/19/2024,1 hour,Regional Language,Zone C,Accepted,3,1,Low,Afternoon,No,0.34,Language Learning App,FALSE,Platform
U6298,Art Fair,3/9/2024,1 hour,Local Dialect,Zone C,Accepted,6,6,Low,Morning,No,0.2,Folklore Videos,TRUE,User
U6299,Workshop,4/3/2024,1 hour,Regional Language,Zone C,Accepted,14,6,Low,Evening,Yes,0.9,Regional Cuisine Recipes,TRUE,User
U6300,Workshop,1/3/2025,2 hours,Local Dialect,Zone A,Pending,1,7,Low,Morning,No,0.26,Folklore Videos,TRUE,User
U6301,Art Fair,12/28/2024,1 hour,Regional Language,Zone B,Accepted,20,10,Low,Evening,Yes,0.97,Traditional Music Playlist,FALSE,Platform
U6302,Festival,1/10/2025,2 hours,Regional Language,Zone D,Pending,14,9,Medium,Evening,Yes,0.5,Regional Cuisine Recipes,FALSE,User
U6303,Language Class,7/4/2024,2 hours,Regional Language,Zone D,Accepted,6,6,Medium,Evening,No,0.98,Language Learning App,TRUE,Platform
U6304,Workshop,1/26/2025,30 minutes,Local Dialect,Zone A,Accepted,3,2,Low,Evening,Yes,0.14,Regional Cuisine Recipes,FALSE,User
U6305,Art Fair,6/18/2024,1 hour,Regional Language,Zone A,Accepted,17,4,Low,Evening,No,0.61,Folklore Videos,FALSE,Platform
U6306,Exhibition,7/22/2024,1 hour,Local Dialect,Zone D,Accepted,14,9,High,Morning,Yes,0.72,Traditional Music Playlist,TRUE,Platform
U6307,Workshop,2/11/2024,2 hours,English,Zone B,Pending,19,2,Medium,Morning,No,0.56,Traditional Music Playlist,FALSE,User
U6308,Language Class,1/13/2024,2 hours,Local Dialect,Zone C,Accepted,7,7,Low,Afternoon,Yes,0.61,Language Learning App,TRUE,User
U6309,Festival,6/2/2024,30 minutes,Local Dialect,Zone A,Accepted,11,4,High,Morning,No,0.58,Language Learning App,FALSE,User
U6310,Workshop,9/30/2024,1 hour,Regional Language,Zone A,Accepted,7,10,Medium,Afternoon,No,0.23,Folklore Videos,TRUE,Platform
U6311,Workshop,10/24/2024,2 hours,Local Dialect,Zone A,Pending,13,6,High,Afternoon,Yes,0.58,Regional Cuisine Recipes,TRUE,User
U6312,Art Fair,2/20/2024,1 hour,English,Zone D,Accepted,14,1,High,Evening,No,0.59,Traditional Music Playlist,TRUE,Platform
U6313,Exhibition,1/3/2025,1 hour,Regional Language,Zone C,Accepted,11,8,Low,Morning,Yes,0.42,Traditional Music Playlist,TRUE,Platform
U6314,Exhibition,7/30/2024,1 hour,Local Dialect,Zone B,Pending,8,6,Low,Morning,Yes,0.65,Folklore Videos,TRUE,User
U6315,Festival,5/23/2024,2 hours,Local Dialect,Zone B,Pending,12,7,Medium,Evening,Yes,0.47,Regional Cuisine Recipes,FALSE,Platform
U6316,Language Class,12/22/2024,1 hour,Regional Language,Zone D,Accepted,15,6,High,Evening,Yes,0.78,Regional Cuisine Recipes,FALSE,User
U6317,Festival,1/3/2024,2 hours,Regional Language,Zone A,Accepted,10,7,High,Afternoon,No,0.13,Language Learning App,FALSE,User
U6318,Workshop,9/10/2024,30 minutes,Local Dialect,Zone D,Accepted,2,5,Low,Morning,No,0.11,Language Learning App,TRUE,User
U6319,Workshop,11/30/2024,30 minutes,Local Dialect,Zone D,Accepted,13,3,Medium,Morning,No,0.57,Regional Cuisine Recipes,TRUE,Platform
U6320,Exhibition,9/12/2024,2 hours,Regional Language,Zone B,Pending,10,6,Low,Afternoon,No,0.99,Folklore Videos,FALSE,User
U6321,Language Class,4/7/2024,1 hour,Regional Language,Zone C,Accepted,17,10,Medium,Afternoon,Yes,0.5,Regional Cuisine Recipes,FALSE,Platform
U6322,Art Fair,6/21/2024,30 minutes,English,Zone B,Accepted,10,9,High,Afternoon,Yes,0.11,Regional Cuisine Recipes,TRUE,User
U6323,Language Class,5/29/2024,30 minutes,English,Zone D,Accepted,6,6,Medium,Evening,Yes,0.39,Traditional Music Playlist,FALSE,User
U6324,Workshop,10/5/2024,2 hours,English,Zone D,Pending,20,9,High,Afternoon,No,0.52,Folklore Videos,FALSE,User
U6325,Art Fair,2/28/2024,2 hours,Regional Language,Zone A,Pending,1,2,Medium,Afternoon,No,0.91,Folklore Videos,FALSE,Platform
U6326,Language Class,3/21/2025,2 hours,Regional Language,Zone A,Accepted,17,1,Low,Evening,Yes,0.21,Folklore Videos,TRUE,User
U6327,Language Class,4/22/2024,2 hours,Regional Language,Zone D,Pending,1,4,Low,Afternoon,Yes,0.93,Folklore Videos,TRUE,User
U6328,Art Fair,11/19/2024,2 hours,Local Dialect,Zone B,Accepted,5,5,Low,Afternoon,Yes,0.95,Language Learning App,TRUE,Platform
U6329,Workshop,8/30/2024,2 hours,Regional Language,Zone A,Accepted,15,10,Medium,Morning,Yes,0.68,Language Learning App,TRUE,User
U6330,Language Class,11/5/2024,2 hours,Local Dialect,Zone C,Pending,1,7,High,Afternoon,Yes,0.3,Traditional Music Playlist,TRUE,User
U6331,Art Fair,2/26/2024,1 hour,Regional Language,Zone C,Pending,17,8,Low,Afternoon,Yes,0.58,Language Learning App,FALSE,Platform
U6332,Workshop,2/10/2025,1 hour,Regional Language,Zone D,Pending,14,1,Medium,Evening,No,0.83,Folklore Videos,FALSE,Platform
U6333,Art Fair,1/1/2025,1 hour,Local Dialect,Zone C,Accepted,13,6,Medium,Afternoon,No,0.42,Regional Cuisine Recipes,FALSE,User
U6334,Art Fair,2/29/2024,1 hour,Regional Language,Zone C,Pending,11,1,Low,Morning,Yes,0.91,Traditional Music Playlist,TRUE,User
U6335,Language Class,11/24/2024,30 minutes,Regional Language,Zone A,Accepted,12,8,Low,Morning,No,0.18,Regional Cuisine Recipes,TRUE,Platform
U6336,Workshop,8/3/2024,1 hour,Regional Language,Zone A,Pending,6,1,Low,Evening,No,0.38,Language Learning App,TRUE,User
U6337,Language Class,8/20/2024,30 minutes,English,Zone B,Accepted,11,4,Low,Morning,No,0.99,Folklore Videos,TRUE,User
U6338,Festival,2/24/2024,30 minutes,Regional Language,Zone A,Accepted,2,3,Medium,Evening,No,0.63,Traditional Music Playlist,FALSE,Platform
U6339,Festival,1/7/2025,30 minutes,Local Dialect,Zone B,Accepted,18,2,High,Morning,Yes,0.63,Language Learning App,FALSE,Platform
U6340,Workshop,7/26/2024,2 hours,Local Dialect,Zone A,Pending,12,8,High,Morning,Yes,0.32,Regional Cuisine Recipes,TRUE,User
U6341,Art Fair,3/3/2024,30 minutes,Local Dialect,Zone D,Pending,15,6,Medium,Afternoon,No,0.87,Regional Cuisine Recipes,TRUE,Platform
U6342,Language Class,7/2/2024,30 minutes,Regional Language,Zone B,Pending,9,4,High,Evening,Yes,0.49,Folklore Videos,TRUE,Platform
U6343,Language Class,11/6/2024,30 minutes,Local Dialect,Zone D,Accepted,8,3,Medium,Afternoon,No,0.81,Language Learning App,FALSE,Platform
U6344,Workshop,10/7/2024,2 hours,English,Zone B,Pending,18,6,Medium,Evening,Yes,0.83,Traditional Music Playlist,TRUE,Platform
U6345,Workshop,1/26/2024,1 hour,Local Dialect,Zone C,Pending,16,6,Medium,Afternoon,Yes,0.26,Traditional Music Playlist,TRUE,User
U6346,Festival,6/25/2024,1 hour,Regional Language,Zone B,Pending,10,5,High,Morning,No,0.55,Traditional Music Playlist,FALSE,User
U6347,Exhibition,3/3/2024,30 minutes,English,Zone B,Pending,12,3,Medium,Afternoon,Yes,0.45,Regional Cuisine Recipes,TRUE,User
U6348,Workshop,3/4/2025,30 minutes,Local Dialect,Zone B,Accepted,20,10,Medium,Morning,Yes,0.24,Language Learning App,FALSE,Platform
U6349,Exhibition,3/13/2024,1 hour,English,Zone B,Pending,12,9,Low,Evening,Yes,0.21,Traditional Music Playlist,TRUE,User
U6350,Workshop,11/30/2024,1 hour,Local Dialect,Zone B,Accepted,10,6,Low,Evening,No,0.14,Traditional Music Playlist,FALSE,Platform
U6351,Art Fair,6/15/2024,1 hour,Regional Language,Zone C,Accepted,14,5,High,Morning,No,0.73,Traditional Music Playlist,FALSE,Platform
U6352,Art Fair,8/12/2024,1 hour,English,Zone B,Accepted,4,7,Low,Afternoon,No,0.8,Traditional Music Playlist,FALSE,Platform
U6353,Festival,3/5/2024,30 minutes,Local Dialect,Zone D,Accepted,15,1,Low,Morning,Yes,0.52,Traditional Music Playlist,TRUE,Platform
U6354,Festival,3/9/2024,30 minutes,Local Dialect,Zone B,Accepted,20,7,Low,Afternoon,Yes,0.61,Language Learning App,FALSE,Platform
U6355,Exhibition,3/15/2025,30 minutes,English,Zone B,Pending,9,1,Medium,Morning,No,0.34,Regional Cuisine Recipes,FALSE,Platform
U6356,Workshop,1/9/2024,1 hour,English,Zone D,Pending,7,9,Low,Morning,No,0.74,Folklore Videos,TRUE,User
U6357,Language Class,8/23/2024,2 hours,English,Zone A,Accepted,7,6,High,Evening,No,0.63,Language Learning App,TRUE,Platform
U6358,Festival,7/16/2024,1 hour,English,Zone A,Pending,20,7,Medium,Afternoon,No,0.89,Regional Cuisine Recipes,FALSE,User
U6359,Language Class,2/15/2025,1 hour,Local Dialect,Zone C,Accepted,9,7,High,Afternoon,Yes,0.77,Regional Cuisine Recipes,FALSE,User
U6360,Language Class,6/21/2024,2 hours,Local Dialect,Zone B,Accepted,10,1,High,Morning,Yes,0.12,Language Learning App,FALSE,Platform
U6361,Workshop,10/8/2024,2 hours,Local Dialect,Zone B,Accepted,20,2,High,Afternoon,Yes,0.83,Regional Cuisine Recipes,FALSE,Platform
U6362,Exhibition,1/28/2024,1 hour,Regional Language,Zone A,Accepted,13,10,High,Morning,Yes,0.12,Regional Cuisine Recipes,FALSE,User
U6363,Workshop,10/22/2024,2 hours,English,Zone B,Pending,6,3,High,Morning,No,0.83,Regional Cuisine Recipes,TRUE,Platform
U6364,Festival,2/2/2025,2 hours,Local Dialect,Zone C,Accepted,4,8,Low,Afternoon,No,0.99,Regional Cuisine Recipes,TRUE,Platform
U6365,Language Class,5/13/2024,2 hours,English,Zone D,Pending,17,9,Low,Afternoon,No,0.53,Traditional Music Playlist,FALSE,Platform
U6366,Workshop,1/27/2024,1 hour,English,Zone B,Pending,14,8,High,Morning,Yes,0.3,Language Learning App,FALSE,Platform
